"Cluster","Metabolite","Formula","Super_Class","Class","Sub_Class","HMDB","pct.1","pct.2","avg_log2FC","p_val","p_val_adj"
"心室肌肉1 Ventricular Muscle1","PC(16:0/22:4(7Z,10Z,13Z,16Z))","C46H84NO8P","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","HMDB0007988",76.2091125434768,70.2945627102708,-0.00323525240590972,0.00846846499056677,1
"心室肌肉1 Ventricular Muscle1","Phyllanthin","C24H34O6","Lignans, neolignans and related compounds","Dibenzylbutane lignans",NA,"HMDB0256511",76.339374319546,76.5310649800931,-0.000716070630103371,0.108116038940267,1
"心室肌肉1 Ventricular Muscle1","Propyl levulinate","C8H14O3","Organic acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives","HMDB0041616",62.5886637569731,58.0801269337564,0.00593403005778614,9.88750667629137e-05,1
"心室肌肉1 Ventricular Muscle1","rac-5,6-Epoxy-retinoyl-beta-D-glucuronide","C26H36O9","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","HMDB0060123",75.8576369820119,78.4112712474474,-0.0150515198048418,0.00161949398533973,1
"心室肌肉1 Ventricular Muscle1","SM(d17:1/24:1(15Z))","C46H91N2O6P","Lipids and lipid-like molecules","Sphingolipids","Phosphosphingolipids","HMDB0011696",70.1390293956123,62.2198715971029,-0.0438222555940172,0.215278068955004,1
"心室肌肉1 Ventricular Muscle1","Tebupirimfos","C13H23N2O3PS","Organic acids and derivatives","Organic thiophosphoric acids and derivatives","Thiophosphoric acid esters","HMDB0258766",86.1606497673209,85.5515888756666,0.00458380324842389,0.0516024100072733,1
"心室肌肉1 Ventricular Muscle1","Telaprevir","C36H53N7O6","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","HMDB0015616",48.5878351687526,47.1808659115283,0.000260953313596657,0.669165277230193,1
"心室肌肉2 Ventricular Muscle2","(-)-Aspidospermine","C22H30N2O2","Alkaloids and derivatives","Aspidospermatan-type alkaloids",NA,"HMDB0030361",99.8947211288409,97.4729818895669,0.377502988820406,0,0
"心室肌肉2 Ventricular Muscle2","(-)-Bremazocine","C20H29NO2","Alkaloids and derivatives","6,7-benzomorphans","4-hydroxy-6,7-benzomorphans","HMDB0242204",67.9237278148349,59.6642937450223,0.147759075427648,0,0
"心室肌肉2 Ventricular Muscle2","(-)-Fumigaclavine B","C16H20N2O","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","HMDB0030201",99.9992143367824,99.1659938607312,0.257146868084309,0,0
"心室肌肉2 Ventricular Muscle2","(-)-Gallocatechin gallate","C22H18O11","Phenylpropanoids and polyketides","Flavonoids","Flavans","HMDB0243513",88.4625356494685,90.980985206466,-0.164459973859016,0,0
"心室肌肉2 Ventricular Muscle2","(-)-Huperzine A (HupA)","C15H18N2O","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","HMDB0242212",99.9968573471296,99.0673611936465,0.241060839866519,0,0
"心室肌肉2 Ventricular Muscle2","(-)-Ibogaine","C20H26N2O","Alkaloids and derivatives","Ibogan-type alkaloids",NA,"HMDB0242213",96.7002144860584,89.7673389261607,0.181719489632926,0,0
"心室肌肉2 Ventricular Muscle2","(-)-Morphinan","C16H21N","Alkaloids and derivatives","Morphinans",NA,"HMDB0242217",99.9952860206944,97.8306277655056,0.251986956749891,0,0
"心室肌肉2 Ventricular Muscle2","(-)-Quebrachamine","C19H26N2","Alkaloids and derivatives","Quebrachamine alkaloids",NA,"HMDB0030260",97.0309787006702,88.646724288909,0.128281176285122,0,0
"心室肌肉2 Ventricular Muscle2","(-)-Slaframine","C10H18N2O2","Organoheterocyclic compounds","Indolizidines",NA,"HMDB0243523",89.1327063740857,79.0226622896713,0.156098151359586,0,0
